web-scraper-order,web-scraper-start-url,idName,idName-href,nameState,nameState-href,image-src,name,candidateConnection,contactLinks1,contactLinks1-href,contactLinks2,contactLinks2-href,contactLinks3,contactLinks3-href,contactLinks4,contactLinks4-href,contactLinks5,contactLinks5-href,contactLinks6,contactLinks6-href,district,state
"1585449268-1252","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1924|Michael Hood||House","https://ballotpedia.org/Michael_Hood","Michael Hood (Ohio congressional candidate)","https://ballotpedia.org/Michael_Hood_(Ohio_congressional_candidate)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/mh.jpg","Michael Hood (Ohio congressional candidate)","<div class=""survey-result"">
				<p class=""survey-question"">Who are you? Tell us about yourself in 300 words or less.</p>
				<p class=""survey-response"">Love is the first word to begin this campaign and is representative of how I will lead in congress, with love. My understanding of justice as a function of love is inspired by the work of Dr. Martin Luther King and I believe this interpretation of justice is what we need, as a nation, at this time. I also believe that first establishing this foundation of love and justice, before addressing the ""issues"", is unique in a political campaign and warrants deep consideration by the people of the 11th district in Ohio and throughout the country. 

My personal and professional experience has prepared me to represent Ohioans in the 11th district with unprecedented care, concern and expertise. My background is in accounting, finance, taxation and public housing. As congressman, I will work toward better outcomes in education and environmental policy, but most of all I will pursue outcomes in equity: equal pay, equal access, and addressing the many and disproportionate challenges that result from poverty and bias. These challenges include, infant and maternal mortality, access to nutrition, and justice reform.

Join me!

 Wrap your arms and mind around this campaign and bring New Spirit to Congress!

Thank you and God bless.
</p>
			</div>
						    <div class=""survey-result"">
				<p class=""survey-question"">Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?</p>
				<ul class=""key-messages"">
					<li>To represent and to serve the duty of the People with the spirit of love and justice for the decency and dignity of all.</li>
					<li>You cannot separate environmental policy from social justice.</li>
					<li>Focused on education, equity and environmental policy.</li>
				</ul>
			</div>
							<div class=""survey-result"">
				<p class=""survey-question"">What areas of public policy are you personally passionate about?</p>
				<p class=""survey-response"">Infant/maternal mortality
Affordable housing 
Education reform 
Student debt
Public tuition reform
Equal pay
Veterans Affairs
Healthcare
Labor policy
Business and economic policy
Social Security
Senior care
Medical research and innovation
Criminal justice reform 
Prohibition of juvenile solitary confinement 
Voting rights reform
International and domestic tax policy
Environmental policy
Energy policy
Energy grid innovation and expansion
Intellectual property policy
Foreign policy</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Is there a book, essay, film, or something else you would recommend to someone who wants to understand your political philosophy?</p>
				<p class=""survey-response"">Strength to Love, Dr. Martin Luther King</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What characteristics or principles are most important for an elected official?</p>
				<p class=""survey-response"">A commitment to serve the people and uphold the Constitution that is distinguished by passion and integrity.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What qualities do you possess that you believe would make you a successful officeholder?</p>
				<p class=""survey-response"">I will serve the people of Ohio's 11 congressional district with a spirit of love an d justice for the decency and dignity of all. I will do so collaboratively, with technical acuity, a high level of emotional intelligence, attention to detail, humility, and the ability to communicate the complex simply.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is the first historical event that happened in your lifetime that you remember? How old were you at the time?</p>
				<p class=""survey-response"">I can remember the eerie morning of September 11, 2001 like it was yesterday. I was a student at Temple University in Philadelphia, heading to my part-time job on South Street. Now, if you are familiar with Philadelphia and South Street, you know that it is a busy place. Well, the morning of 9/11, I rode my bicycle into work and the streets were empty, I mean completely. When I arrived at my job, it was closed- I was still not aware of what was happening. I then rode to my best friend's nearby apartment. The front door was wide open and he and a few others were sitting on the couch transfixed by what was happening on TV. I was soon informed and soon witnessed the second plane crash into the World Trade Center. This horrific event impacted all of us deeply. Given our proximity and fondness for New York City, we visited Ground Zero (or as close as possible) several times that year. What was the most significant and most inspiring outcome from the event, for me, was how the people of New York came together, how the stereotypical \""New York state of mind\"" was no more. New York immediately became one of the friendliest cities I had known; not just friendly, but heartfelt. From all the pain and tragedy, the world witnessed the resilience and love that filled the eyes and hearts of New Yorkers and Americans throughout the country. This will forever be inspiring to me; I will never forget this.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What was the last song that got stuck in your head?</p>
				<p class=""survey-response"">So I love love love music and could not name just one, I can easily name 100... Here's a few:

My Mood is You - Lena Horne &amp; Gabor Szabo
One of These Things First - Nick Drake
I want to Thank You - Alicia Meyers
Some Unholy War - Amy Winehouse
Young Americans - David Bowie
Rebel Heart - First Aid Kit
Poor Wayfaring Stranger - Natalie Merchant
Love is Stronger Than Pride - Sade
Quiet Storm - Smoky Robinson
Watch the Waves - Taken by Trees
Bemsha Swing - Thelonius Monk
It Fills You Up - Van Morrison
Tell Me What You Want Me to Do - Charles Wright &amp; The Watts 103rd Rhythm Band
Love - Mos Def
I Could Write a Book - Dinah Washington
Suburban Beverage - Real Estate
New Congress - Klangstof
On the Beach - Neil Young
Only Love Can Break Your Heart - Neil Young
I'm Back For More - Leo's Sunshipp
Let 'em In - Wings
Sara Smile - Hall and Oates
Guilty - Barbara Streisand &amp; Barry Gibb 
Oui - Jeremih
Black Crow (Live) - Joni Mitchell
Blue - Beyonce
Dr. Feelgood - Aretha Franklin
I Only Have Eyes for You - The Flamingos
I Got it Bad - Oscar Peterson Trio
Tea for One - Led Zeppelin
Better Get Hit in Your Soul - Charles Mingus</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Do you believe that two years is the right term length for representatives?</p>
				<p class=""survey-response"">Yes.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What are your thoughts on term limits?</p>
				<p class=""survey-response"">There should be term limits to maintain the vitality of Congress. Often we see how career politicians' values lag behind the actual social/cultural progress taking place within the country. Term limits will encourage a more ebullient and innovative Congressional body that is more responsive to social and cultural change.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Both sitting representatives and candidates for office hear many personal stories from the residents of their district. Is there a story that you’ve heard that you found particularly touching, memorable, or impactful?</p>
				<p class=""survey-response"">The genuine love and concern of many residents of Outhwaite Homes in Cleveland whom I have had the pleasure of meeting continues to motivate my campaign. </p>
			</div>","Campaign website","https://www.mikehood4congress.org/","Campaign Twitter","https://www.twitter.com/NewSpirit2020","Personal Facebook","https://www.facebook.com/michael.hood.98837","null","","null","","null","","Candidate, U.S. House Ohio District 11","Ohio"
"1585449046-1225","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1495|Mark Neumann||House","https://ballotpedia.org/Mark_Neumann","Mark Neumann (Wisconsin representative)","https://ballotpedia.org/Mark_Neumann_(Wisconsin_representative)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Mark Neumann (Wisconsin representative)","null","null","","null","","null","","null","","null","","null","","Education","Wisconsin"
"1585449447-1276","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1373|Scott Smith||House","https://ballotpedia.org/Scott_Smith","Scott Smith (West Virginia)","https://ballotpedia.org/Scott_Smith_(West_Virginia)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Scott Smith (West Virginia)","null","null","","null","","null","","null","","null","","null","","null","West Virginia"
"1585449304-1257","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1913|Lee Murphy||House","https://ballotpedia.org/Lee_Murphy","Lee Murphy (Delaware)","https://ballotpedia.org/Lee_Murphy_(Delaware)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Lee_Murphy_for_U.S._Congress_Delaware_photo.JPG","Lee Murphy (Delaware)","null","null","","null","","null","","null","","null","","null","","Candidate, U.S. House Delaware At-large District","Delaware"
"1585449193-1244","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1195|Michael Parrish||Senate","https://ballotpedia.org/Michael_Parrish","Michael Parrish (Pennsylvania)","https://ballotpedia.org/Michael_Parrish_(Pennsylvania)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Michael_Parrish.jpeg","Michael Parrish (Pennsylvania)","null","Personal website","http://www.parrishforcongress.com/","null","","null","","null","","null","","null","","Education","Pennsylvania"
"1585449066-1228","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1503|Tim Johnson||House","https://ballotpedia.org/Tim_Johnson","Timothy Johnson (North Carolina)","https://ballotpedia.org/Timothy_Johnson_(North_Carolina)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Timothy Johnson (North Carolina)","null","null","","null","","null","","null","","null","","null","","null","North Carolina"
"1585449481-1281","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","345|David P Joyce|incumbent|House","https://ballotpedia.org/David_Joyce","Dave Joyce for Congress","http://joyceforcongress.com/","","null","null","null","","null","","null","","null","","null","","null","","null","null"
"1585449094-1234","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1410|Brian W Jones||House","https://ballotpedia.org/Brian_Jones","Brian Jones (New York)","https://ballotpedia.org/Brian_Jones_(New_York)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Brian Jones (New York)","null","null","","null","","null","","null","","null","","null","","null","New York"
"1585449098-1235","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1410|Brian W Jones||House","https://ballotpedia.org/Brian_Jones","Brian Jones (Maine)","https://ballotpedia.org/Brian_Jones_(Maine)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Brian_Jones_Maine.jpg","Brian Jones (Maine)","null","null","","null","","null","","null","","null","","null","","Education","Maine"
"1585449424-1272","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1244|Robert Marshall||Senate","https://ballotpedia.org/Robert_Marshall","Robert Marshall (Illinois)","https://ballotpedia.org/Robert_Marshall_(Illinois)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Robert_Marshall.png","Robert Marshall (Illinois)","null","Campaign website","https://www.citizensforrobertmarshall.net/","Campaign Facebook","https://www.facebook.com/MarshallforILSenate/","Campaign Twitter","https://www.twitter.com/Marshall4Senate","null","","null","","null","","null","Illinois"
"1585449654-1305","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","338|Filemon Vela|incumbent|House","https://ballotpedia.org/Filemon_Vela","Filemon Vela (Texas U.S. representative)","https://ballotpedia.org/Filemon_Vela_(Texas_U.S._representative)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Filemon_Vela.jpg","Filemon Vela (Texas U.S. representative)","null","Official website","https://vela.house.gov/","Official Facebook","https://www.facebook.com/UsCongressmanFilemonVela/","Official Twitter","https://www.twitter.com/RepFilemonVela","Campaign website","http://www.filemonvelaforcongress.com/","Campaign Facebook","https://www.facebook.com/FilemonVelaForCongress/","Campaign Facebook","https://www.facebook.com/FilemonVelaForCongress/","Candidate, U.S. House Texas District 34","Texas"
"1585449710-1317","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","373|Don Beyer|incumbent|House","https://ballotpedia.org/Don_Beyer","Virginia","https://ballotpedia.org/Virginia","","Virginia","null","null","","null","","null","","null","","null","","null","","null","null"
"1585449605-1301","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","367|Dan Sullivan|incumbent|Senate","https://ballotpedia.org/Dan_Sullivan","Dan Sullivan","https://ballotpedia.org/Dan_Sullivan_(Anchorage_mayor)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/MayorDanSullivan.jpg","Dan Sullivan (Anchorage mayor)","null","null","","null","","null","","null","","null","","null","","null","Alaska"
"1585449204-1246","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1117|Nick Colvin||House","https://ballotpedia.org/Nick_Colvin","Nick Colvin (West Virginia)","https://ballotpedia.org/Nick_Colvin_(West_Virginia)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Nick_Colvin.png","Nick Colvin (West Virginia)","null","Personal website","http://www.colvinforjudge.com/","null","","null","","null","","null","","null","","null","null"
"1585449587-1297","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","367|Dan Sullivan|incumbent|Senate","https://ballotpedia.org/Dan_Sullivan","Daniel Sullivan (New Hampshire)","https://ballotpedia.org/Daniel_Sullivan,_New_Hampshire_Representative","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Daniel Sullivan, New Hampshire Representative","null","null","","null","","null","","null","","null","","null","","null","New Hampshire"
"1585449082-1232","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1503|Tim Johnson||House","https://ballotpedia.org/Tim_Johnson","Timothy Johnson (Michigan)","https://ballotpedia.org/Timothy_Johnson_(Michigan)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Timothy_Johnson__Michigan_-7_fixed.jpg","Timothy Johnson (Michigan)","null","Personal website","http://tbj4mihouse.com/","null","","null","","null","","null","","null","","Education","Michigan"
"1585448904-1210","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1526|Frank J. Mrvan||House","https://ballotpedia.org/Frank_Mrvan","Frank Mrvan (Indiana congressional candidate)","https://ballotpedia.org/Frank_Mrvan_(Indiana_congressional_candidate)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Frank Mrvan (Indiana congressional candidate)","null","Campaign website","https://mrvanforcongress.com/","Campaign Facebook","https://www.facebook.com/mrvanforcongress","Campaign Twitter","https://www.twitter.com/mrvan4congress","Personal Facebook","https://www.facebook.com/frank.mrvan","Personal Twitter","https://www.twitter.com/Fjmrvan","Personal Twitter","https://www.twitter.com/Fjmrvan","Candidate, U.S. House Indiana District 1","Indiana"
"1585449070-1229","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1503|Tim Johnson||House","https://ballotpedia.org/Tim_Johnson","Tim Johnson (Mississippi)","https://ballotpedia.org/Tim_Johnson_(Mississippi)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Tim_Johnson_for_Gov.png","Tim Johnson (Mississippi)","null","Personal Facebook","https://www.facebook.com/timjohnsonlg","null","","null","","null","","null","","null","","Education","Mississippi"
"1585448933-1217","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1395|Tom Watson||House","https://ballotpedia.org/Tom_Watson","Tom Watson (California)","https://ballotpedia.org/Tom_Watson_(California)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Tom Watson (California)","null","null","","null","","null","","null","","null","","null","","null","California"
"1585449596-1299","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","367|Dan Sullivan|incumbent|Senate","https://ballotpedia.org/Dan_Sullivan","Dan Sullivan (Arkansas)","https://ballotpedia.org/Dan_Sullivan_(Arkansas)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Dan_Sullivan_Arkansas.jpg","Dan Sullivan (Arkansas)","null","Campaign website","https://sullivanforarkansas.com/","Campaign Facebook","https://www.facebook.com/SullivanForArkansas/","Campaign Twitter","https://www.twitter.com/SullivanforAR","Personal Facebook","https://www.facebook.com/dan.sullivan.583234","null","","null","","Candidate, Arkansas State Senate District 21","Arkansas"
"1585449661-1307","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","221|Dina Titus|incumbent|House","https://ballotpedia.org/Dina_Titus","Campaign Site","http://www.dinatitus.com/","","null","null","null","","null","","null","","null","","null","","null","","null","null"
"1585449372-1267","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1631|Christopher Bartholomew Smith||House","https://ballotpedia.org/Christopher_Smith","Christopher Smith (Mayor of Marvin candidate, North Carolina)","https://ballotpedia.org/Christopher_Smith_(North_Carolina)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Christopher Smith (North Carolina)","null","null","","null","","null","","null","","null","","null","","null","North Carolina"
"1585449582-1296","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","367|Dan Sullivan|incumbent|Senate","https://ballotpedia.org/Dan_Sullivan","New Hampshire","https://ballotpedia.org/New_Hampshire","","New Hampshire","null","null","","null","","null","","null","","null","","null","","null","null"
"1585449461-1280","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1373|Scott Smith||House","https://ballotpedia.org/Scott_Smith","Scott Smith (Arizona)","https://ballotpedia.org/Scott_Smith_(Arizona)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Scott_Smith_by_Gage_Skidmore.jpg","Scott Smith (Arizona)","null","Personal Facebook","https://facebook.com/VoteScottSmith","null","","null","","null","","null","","null","","Education","Arizona"
"1585449158-1240","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1211|David Kim||House","https://ballotpedia.org/David_Kim","David Kim (Georgia)","https://ballotpedia.org/David_Kim_(Georgia)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/David_Kim.jpg","David Kim (Georgia)","null","Campaign website","https://davidkim2018.com/","Campaign Facebook","https://www.facebook.com/DavidKim2018/","null","","null","","null","","null","","null","Georgia"
"1585449282-1255","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1854|David Richter||House","https://ballotpedia.org/David_Richter","David Richter (New Jersey)","https://ballotpedia.org/David_Richter_(New_Jersey)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/David_Richter.jpg","David Richter (New Jersey)","null","Campaign website","http://www.richter2020.com/","Campaign Facebook","https://www.facebook.com/DavidRichterNJ/","Campaign Twitter","https://www.twitter.com/DavidRichterNJ","Personal Facebook","https://www.facebook.com/david.l.richter.9","null","","null","","Candidate, U.S. House New Jersey District 3","New Jersey"
"1585449732-1321","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","102|Don Young|incumbent|House","https://ballotpedia.org/Don_Young","Don Young (Ohio)","https://ballotpedia.org/Don_Young_(Ohio)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Don Young (Ohio)","null","null","","null","","null","","null","","null","","null","","null","null"
"1585449353-1263","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1613|Justin Jones||House","https://ballotpedia.org/Justin_Jones","Justin Jones (Tennessee)","https://ballotpedia.org/Justin_Jones_(Tennessee)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Justin Jones (Tennessee)","null","null","","null","","null","","null","","null","","null","","null","Tennessee"
"1585449368-1266","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1631|Christopher Bartholomew Smith||House","https://ballotpedia.org/Christopher_Smith","Christopher Smith (Forsyth County candidate, North Carolina)","https://ballotpedia.org/Christopher_Smith_(Forsyth_County_candidate,_North_Carolina)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Christopher Smith (Forsyth County candidate, North Carolina)","null","null","","null","","null","","null","","null","","null","","Candidate, Forsyth County Board of Commissioners District B","North Carolina"
"1585449570-1292","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","367|Dan Sullivan|incumbent|Senate","https://ballotpedia.org/Dan_Sullivan","Illinois","https://ballotpedia.org/Illinois","","Illinois","null","null","","null","","null","","null","","null","","null","","null","null"
"1585449579-1295","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","367|Dan Sullivan|incumbent|Senate","https://ballotpedia.org/Dan_Sullivan","Daniel Sullivan (Oklahoma)","https://ballotpedia.org/Daniel_Sullivan,_Oklahoma_Representative","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/SullivanDaniel.jpg","Daniel Sullivan, Oklahoma Representative","null","null","","null","","null","","null","","null","","null","","Education","Oklahoma"
"1585449565-1291","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","394|Don Bacon|incumbent|House","https://ballotpedia.org/Don_Bacon","Office website","https://bacon.house.gov/","","null","null","null","","null","","null","","null","","null","","null","","null","null"
"1585448923-1214","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1395|Tom Watson||House","https://ballotpedia.org/Tom_Watson","Tom Watson (Washington)","https://ballotpedia.org/Tom_Watson_(Washington)","","Tom Watson (Washington)","null","null","","null","","null","","null","","null","","null","","null","null"
"1585449451-1277","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1373|Scott Smith||House","https://ballotpedia.org/Scott_Smith","Scott Smith (Utah)","https://ballotpedia.org/Scott_Smith_(Utah)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Scott Smith (Utah)","null","null","","null","","null","","null","","null","","null","","Candidate, Utah State Board of Education District 15","Utah"
"1585449138-1239","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1385|Jerry Evans||House","https://ballotpedia.org/Jerry_Evans","Jerry Evans (Illinois)","https://ballotpedia.org/Jerry_Evans_(Illinois)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JerryEvans.jpg","Jerry Evans (Illinois)","null","Campaign website","https://www.jerryforcongress.com/","Campaign Facebook","https://www.facebook.com/JerryEvans2020/","Campaign Twitter","https://www.twitter.com/JerryEvans2020","Personal Facebook","https://www.facebook.com/jerrynevans","null","","null","","null","Illinois"
"1585449668-1309","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","112|Chris Smith|incumbent|House","https://ballotpedia.org/Chris_Smith","Chris Smith (Kansas)","https://ballotpedia.org/Chris_Smith_(Kansas)","","Chris Smith (Kansas)","null","null","","null","","null","","null","","null","","null","","null","null"
"1585449484-1282","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","345|David P Joyce|incumbent|House","https://ballotpedia.org/David_Joyce","Congressman  Dave Joyce","http://joyce.house.gov/","","null","null","null","","null","","null","","null","","null","","null","","null","null"
"1585449222-1248","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","2036|Michael Hepburn||House","https://ballotpedia.org/Michael_Hepburn","Michael Hepburn (Hillsborough soil & water conservation board member)","https://ballotpedia.org/Michael_Hepburn_(Hillsborough_soil_%26_water_conservation_board_member)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Michael Hepburn (Hillsborough soil & water conservation board member)","null","null","","null","","null","","null","","null","","null","","null","Florida"
"1585449209-1247","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1117|Nick Colvin||House","https://ballotpedia.org/Nick_Colvin","Nick Colvin (Michigan)","https://ballotpedia.org/Nick_Colvin_(Michigan)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Nick Colvin (Michigan)","null","Campaign website","https://www.colvinformichigan.com/","Campaign Facebook","https://www.facebook.com/colvinformi/","Campaign Twitter","https://www.twitter.com/ColvinForMI","Personal Facebook","https://www.facebook.com/nicholas.colvin.12","null","","null","","null","Michigan"
"1585449395-1268","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","1631|Christopher Bartholomew Smith||House","https://ballotpedia.org/Christopher_Smith","Chris Smith (New Jersey)","https://ballotpedia.org/Chris_Smith_(New_Jersey)","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Chris_Smith.jpg","Chris Smith (New Jersey)","null","Official website","https://chrissmith.house.gov/","Official Facebook","https://www.facebook.com/RepChrisSmith/","Official Twitter","https://www.twitter.com/RepChrisSmith","Campaign website","http://www.smith4nj.com/","Campaign Facebook","https://www.facebook.com/Smith4NJ","Campaign Facebook","https://www.facebook.com/Smith4NJ","Candidate, U.S. House New Jersey District 4","New Jersey"
"1585449631-1304","https://dev.thegoodparty.org/scrape/candidates?onlyNoData=true","338|Filemon Vela|incumbent|House","https://ballotpedia.org/Filemon_Vela","Filemon Vela (Texas judge)","https://ballotpedia.org/Filemon_Vela_(Texas_judge)","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","Filemon Vela (Texas judge)","null","null","","null","","null","","null","","null","","null","","null","null"
