state,municipality,electionDay,isPrimary,partisanType
FL,Clermont,3/19/2024,,
FL,Plant City,3/19/2024,,
FL,Hallandale Beach,3/19/2024,,
FL,Thonotoassa,3/19/2024,,
FL,Gulf Breeze,3/19/2024,,
FL,Vero Beach,3/19/2024,,
FL,Sarasota,3/19/2024,,
FL,Gainesville,3/19/2024,,
FL,Bonifay,3/19/2024,,
FL,Davie,3/19/2024,,
FL,Fort Myers,3/19/2024,,
FL,Orlando,3/19/2024,,
FL,St. Petersburg,3/19/2024,,
FL,St.Johns,3/19/2024,,
FL,Titusville,3/19/2024,,
FL,Lake Mary,3/19/2024,,
FL,North Fort Myers,3/19/2024,,
UT,Salt,11/5/2024,,
CO,Chaffee,6/25/2024,,
CO,Montezuma,6/25/2024,,
CO,Las Animas,6/25/2024,,
CO,Clear Creek,6/25/2024,,
CO,La Plata,6/25/2024,,
UT,President,3/5/2024,,
UT,Box Elder,6/25/2024,,
UT,Piute,6/25/2024,,
UT,Sanpete,6/25/2024,,
UT,Draper,6/25/2024,,
UT,Midvale,6/25/2024,,
UT,Center St.,6/25/2024,,
UT,St. George,6/25/2024,,
UT,Herriman,6/25/2024,,
UT,Layton,6/25/2024,,
UT,Loger,6/25/2024,,
UT,SLC,6/25/2024,,
UT,Holladay,6/25/2024,,
UT,Sandy,6/25/2024,,
UT,Riverton,6/25/2024,,
UT,Logan,6/25/2024,,
UT,American Folk,6/25/2024,,
UT,Spring City,6/25/2024,,
UT,Cedar City,6/25/2024,,
UT,Salt Lake City,6/25/2024,,
UT,Bountiful,6/25/2024,,
UT,Ogden,6/25/2024,,
SD,Meade,6/4/2024,,
IA,Sac,6/4/2024,,
IA,Keokuk,6/4/2024,,
IA,Cerro Gordo,6/4/2024,,
IA,Buchanan,6/4/2024,,
IA,Allamakee,6/4/2024,,
IA,Story,6/4/2024,,
IA,Louisa,6/4/2024,,
IA,Poweshiek,6/4/2024,,
IA,Clayton,6/4/2024,,
IA,Ida,6/4/2024,,
IA,Mahaska,6/4/2024,,
IA,Chickasaw,6/4/2024,,
IA,Des Moines,6/4/2024,,
MO,Nodaway,8/6/2024,,
SD,Sully,6/4/2024,,
MO,Audrain,8/6/2024,,
MO,Andrew,8/6/2024,,
SD,SD,6/4/2024,,
SD,Rapid,6/4/2024,,
SD,Kingsbury,6/4/2024,,
MO,Bates,8/6/2024,,
SD,Mellette,6/4/2024,,
MO,Pettis,8/6/2024,,
SD,Tripp,6/4/2024,,
SD,Beadle,6/4/2024,,
MO,New Madrid,8/6/2024,,
MO,Ralls,8/6/2024,,
SD,Fall River,6/4/2024,,
MO,Howell,8/6/2024,,
SD,Bon Homme,6/4/2024,,
MO,Chariton,8/6/2024,,
SD,Plankinton,6/4/2024,,
SD,Mcintosh,6/4/2024,,
SD,Brentford,6/4/2024,,
SD,Redfield,6/4/2024,,
SD,Dupree,6/4/2024,,
SD,Mitchell,6/4/2024,,
SD,Tulare,6/4/2024,,
NY,Beekman,6/25/2024,,
MO,Taney,8/6/2024,,
MT,Wolf,5/7/2024,,
MT,Malmborg,5/7/2024,,
NY,Sands Point,6/25/2024,,
NY,Malta,6/25/2024,,
MT,Arlee,5/7/2024,,
NY,Greenwich,3/19/2024,,
NY,East Greenbush,6/25/2024,,
NY,Newstead,6/25/2024,,
NY,East Bloomfield,6/25/2024,,
NY,Laurel Hollow,6/25/2024,,
NY,New Paltz,6/25/2024,,
NY,Camillus,6/25/2024,,
MT,Florence-Carlton,5/7/2024,,
NY,Sandy Creek,6/25/2024,,
NY,Cherry Creek,6/25/2024,,
MT,Alberton,5/7/2024,,
MT,Cayuse,5/7/2024,,
MT,LaMotte,5/7/2024,,
NY,Corfu,3/19/2024,,
NY,Perrysburg,6/25/2024,,
NY,Perth,6/25/2024,,
MT,Bigfork,5/7/2024,,
NY,Philadelphia,6/25/2024,,
MT,Independent,5/7/2024,,
NY,Morrisville,6/25/2024,,
NY,Ulysses,6/25/2024,,
NY,Cato,6/25/2024,,
MT,Auchard,5/7/2024,,
MT,Pass,5/7/2024,,
MT,Belt,5/7/2024,,
NY,Philipstown,6/25/2024,,
NY,Albany,6/25/2024,,
NY,Syosset,6/25/2024,,
OH,Madison,3/19/2024,,
SC,Dillon,6/11/2024,,
SC,Oconee,6/11/2024,,
SC,Bamberg,6/11/2024,,
SC,Williamsburg,6/11/2024,,
SC,Hardeeville,6/11/2024,,
AL,Faulkner,3/5/2024,,
OH,Champaign,3/19/2024,,
OH,Jackson,3/19/2024,,
AL,Montgomery,3/5/2024,,
OH,Auglaize,3/19/2024,,
AL,Gowanda,3/5/2024,,
AL,Muskogee,3/5/2024,,
AL,Oriskany Falls,3/5/2024,,
OK,Mustang,2/13/2024,,
OH,Coshocton,3/19/2024,,
DE,Greenland,3/2/2024,,
AL,Calais,3/5/2024,,
OH,Letona,3/19/2024,,
AL,Dallas,3/5/2024,,
OH,Guernsey,3/19/2024,,
AL,Caswell,3/5/2024,,
OH,Miami,3/19/2024,,
OH,Paulding,3/19/2024,,
AL,Chisholm,3/5/2024,,
AL,District,3/5/2024,,
AL,Washington,3/5/2024,,
DE,East,3/4/2024,,
MI,President,2/27/2024,,
MI,Detroit,2/27/2024,,
MI,Dearborn,2/27/2024,,
MI,Plymouth,2/27/2024,,
MI,Bloomfield Hills,2/27/2024,,
MI,Southfield,2/27/2024,,
MI,Pontiac,2/27/2024,,
MI,Clarkston,2/27/2024,,
MI,Holly,2/27/2024,,
MI,Kalamazoo,2/27/2024,,
MI,Saginaw,2/27/2024,,
MI,Hancock,2/27/2024,,
MI,Ravenna,2/27/2024,,
MI,Mt Clemens,2/27/2024,,
MI,Mount Clemens,2/27/2024,,
MI,St Clair Shores,2/27/2024,,
MI,Grand Rapids,2/27/2024,,
MI,Holland,2/27/2024,,
MI,Ann Arbor,2/27/2024,,
MI,Marquette,2/27/2024,,
MI,East Lansing,2/27/2024,,
MI,Dimondale,2/27/2024,,
MI,Fort Gratiot,2/27/2024,,
MI,South Haven,2/27/2024,,
MI,Battle Creek,2/27/2024,,
MI,Monroe,2/27/2024,,
MI,Tipton,2/27/2024,,
MI,Three Rivers,2/27/2024,,
MI,Caro,2/27/2024,,
MI,Lansing,2/27/2024,,
MI,Harbor Springs,2/27/2024,,
MI,Augres,2/27/2024,,
MI,Essexville,2/27/2024,,
MI,Interlochen,2/27/2024,,
MI,Beulah,2/27/2024,,
MI,Coldwater,2/27/2024,,
MI,Dewitt,2/27/2024,,
MI,Grayling,2/27/2024,,
MI,Gladstone,2/27/2024,,
MI,Bessemer,2/27/2024,,
MI,Traverse City,2/27/2024,,
MI,Hillsdale,2/27/2024,,
MI,Houghton,2/27/2024,,
MI,Tawas City,2/27/2024,,
MI,Iron River,2/27/2024,,
MI,Mt. Pleasant,2/27/2024,,
MI,Kalamazoo,2/27/2024,,
MI,Kalkaska,2/27/2024,,
MI,Howell,2/27/2024,,
MI,Mt. Clements,2/27/2024,,
MI,Atlanta,2/27/2024,,
MI,Ogemaw,2/27/2024,,
MI,Gaylord,2/27/2024,,
MI,Charlevoix,2/27/2024,,
MI,Clare,2/27/2024,,
MI,Sturgis,2/27/2024,,
MI,Jackson,2/27/2024,,
MI,Dearborn Heights,2/27/2024,,
MI,Inkster,2/27/2024,,
MI,Taylor,2/27/2024,,
MI,Wayne,2/27/2024,,
MI,Trenton,2/27/2024,,
MI,Fraser,2/27/2024,,
MI,Sterling Heights,2/27/2024,,
MI,Ferndale,2/27/2024,,
MI,Royal Oak,2/27/2024,,
MI,Walled Lake,2/27/2024,,
MI,Rochester Hills,2/27/2024,,
MI,Fennville,2/27/2024,,
MI,Zeeland,2/27/2024,,
MI,Muskegon,2/27/2024,,
MI,Wyoming,2/27/2024,,
MI,Flint,2/27/2024,,
MI,Saginaw,2/27/2024,,
MI,Port Huron,2/27/2024,,
MI,Bay City,2/27/2024,,
AL,Autauga,3/5/2024,,
OH,Fulton,3/19/2024,,
OH,Medina,3/19/2024,,
AL,Marengo,3/5/2024,,
DE,Gentry,3/2/2024,,
AL,Cohocton,3/5/2024,,
OH,Scioto,3/19/2024,,
OH,Preble,3/19/2024,,
OH,North Collins,3/19/2024,,
AL,Dallas,3/5/2024,,
OH,Carroll,3/19/2024,,
OH,Clermont,3/19/2024,,
AL,Henry,3/5/2024,,
AL,Bartlesville,3/5/2024,,
AL,Pleasantville,3/5/2024,,
OH,Vinton,3/19/2024,,
OH,Seneca,3/19/2024,,
TN,Smith,3/5/2024,,
AL,Conecuh,3/5/2024,,
OH,Portage,3/19/2024,,
AL,Miller,3/5/2024,,
AL,Franklin,3/5/2024,,
AL,Crooked,3/5/2024,,
OH,Perry,3/19/2024,,
AL,Marion,3/5/2024,,
AL,Cedarhurst,3/5/2024,,
AL,Fort,3/5/2024,,
OH,Morgan,3/19/2024,,
OH,Putnam,3/19/2024,,
AL,Marshall,3/5/2024,,
OH,Monroe,3/19/2024,,
OH,Licking,3/19/2024,,
AL,Brooksville,3/5/2024,,
OH,Carroll,3/19/2024,,
TN,Hawkins,3/5/2024,,
OH,Muskingum,3/19/2024,,
OH,Morrow,3/19/2024,,
OH,Noble,3/19/2024,,
AL,Lawrence,3/5/2024,,
OH,Richland,3/19/2024,,
AL,Walker,3/5/2024,,
AL,Conecuh,3/5/2024,,
AL,Clay,3/5/2024,,
OH,Allen,3/19/2024,,
TN,Hardin,3/5/2024,,
OK,Porter,2/13/2024,,
DE,Beebe,1/20/2024,,
OH,Wayne,3/19/2024,,
OH,Huron,3/19/2024,,
AL,Meeker,3/5/2024,,
OH,Paulding,3/19/2024,,
OH,Holmes,3/19/2024,,
HI,President,3/12/2024,,
HI,Honolulu,,,
HI,Kailua-Kona,,,
HI,Hoolehua,,,
HI,Keaau,,,
HI,Hilo,,,
HI,Volcano,,,
HI,Papaikou,,,
HI,Pahoa,,,
HI,Kurtistown,,,
HI,Na'Alehu,,,
HI,Holualoa,,,
HI,Kamuela,,,
HI,Kahului,,,
HI,Wailuku,,,
HI,Kihei,,,
HI,Kula,,,
HI,Maunaloa,,,
HI,Anahola,,,
HI,Lihue,,,
HI,Koloa,,,
HI,Wahiawa,,,
ND,Grand,3/19/2024,,
ND,Mandan,,,
ND,Bismarck,,,
ND,Center,,,
ND,Garrison,,,
ND,Beach,,,
ND,Rugby,,,
AL,Dallas,3/5/2024,,
LA,Kellyville,3/23/2024,,
AL,Walker,3/5/2024,,
OH,Rhea,3/19/2024,,
AL,Westborough,3/5/2024,,
OH,Delaware,3/19/2024,,
OH,Washington,3/19/2024,,
OH,Loudon,3/19/2024,,
AL,Cumberland,3/5/2024,,
OH,Miami,3/19/2024,,
AL,Cement,3/5/2024,,
AL,Cayuga,3/5/2024,,
AL,Houston,3/5/2024,,
AL,Tallapoosa,3/5/2024,,
AL,Earlsboro,3/5/2024,,
OH,Greene,3/19/2024,,
AL,Boone,3/5/2024,,
AL,Hilldale,3/5/2024,,
OH,Youngstown,3/19/2024,,
AL,Walker,3/5/2024,,
AL,Winston,3/5/2024,,
AL,Chatham,3/5/2024,,
OH,Wyandot,3/19/2024,,
OH,Knox,3/19/2024,,
AL,Polk,3/5/2024,,
AL,Lee,3/5/2024,,
OH,Huron,3/19/2024,,
OH,Allen,3/19/2024,,
OH,Adams,3/19/2024,,
AL,Savona,3/5/2024,,
OH,Wayne,3/19/2024,,
OH,Columbiana,3/19/2024,,
OH,Tuscarawas,3/19/2024,,
OH,Cuyahoga,3/19/2024,,
AL,Millville,3/5/2024,,
AL,Hale,3/5/2024,,
OH,Butler,3/19/2024,,
AL,Andover,3/5/2024,,
AL,Clayville,3/5/2024,,
AL,Kensington,3/5/2024,,
OH,Erie,3/19/2024,,
OH,Caledonia,3/19/2024,,
DE,Bay,2/3/2024,,
OH,Hocking,3/19/2024,,
MA,Westborough,3/5/2024,,
OH,Allen,3/19/2024,,
DE,Glen,3/2/2024,,
AL,Castleton,3/5/2024,,
AL,Dallas,3/5/2024,,
OH,Portage,3/19/2024,,
AL,Franklin,3/5/2024,,
OH,Rose Bud,3/19/2024,,
OH,Seneca,3/19/2024,,
DE,Buffalo,1/8/2024,,
AL,Walker,3/5/2024,,
OH,Wayne,3/19/2024,,
AL,Grand Isle,3/5/2024,,
OH,Franklin,3/19/2024,,
OH,Lawrence,3/19/2024,,
OH,Morgan,3/19/2024,,
OK,Rogers,2/13/2024,,
OH,Champaign,3/19/2024,,
AL,Nevada,3/5/2024,,
OH,Lucas,3/19/2024,,
OH,Morrow,3/19/2024,,
OH,Ashland,3/19/2024,,
OH,Hamilton,3/19/2024,,
AL,Winston,3/5/2024,,
OH,Trumbull,3/19/2024,,
AL,Midwest,3/5/2024,,
AL,Colbert,3/5/2024,,
AL,Greenwood,3/5/2024,,
MA,Andover,3/28/2024,,
OH,Miami,3/19/2024,,
OH,Rutherford,3/19/2024,,
OH,Clark,3/19/2024,,
OH,Van,3/19/2024,,
OH,Portage,3/19/2024,,
AL,Woodstock,3/5/2024,,
AL,Sheepscot,3/5/2024,,
AL,Freeville,3/5/2024,,
OH,Seneca,3/19/2024,,
AL,Limestone,3/5/2024,,
AL,Sea Cliff,3/5/2024,,
OH,Warren,3/19/2024,,
OH,Wyandot,3/19/2024,,
OH,Fayette,3/19/2024,,
AL,Clinton,3/5/2024,,
OH,Brown,3/19/2024,,
OH,Hocking,3/19/2024,,
OH,Hardin,3/19/2024,,
OH,South Lebanon,3/19/2024,,
AL,Lake Clarke Shores,3/5/2024,,
AL,Sleepy Hollow,3/5/2024,,
OH,Fulton,3/19/2024,,
OH,Holmes,3/19/2024,,
OH,Williams,3/19/2024,,
OH,Stark,3/19/2024,,
AL,Felton,3/5/2024,,
OH,Hamblen,3/19/2024,,
OH,Hudson Falls,3/19/2024,,
OH,Clark,3/19/2024,,
AL,Macomb,3/5/2024,,
OH,Scioto,3/19/2024,,
OH,Hamilton,3/19/2024,,
OH,Ashtabula,3/19/2024,,
AL,St. Clair,3/5/2024,,
AL,AL,3/5/2024,,
AL,Baker,3/5/2024,,
AL,Mississippi,3/5/2024,,
OH,Auglaize,3/19/2024,,
OH,Ashland,3/19/2024,,
TN,Perry,3/5/2024,,
TN,Cheatham,3/5/2024,,
OH,Van Wert,3/19/2024,,
AL,Okay,3/5/2024,,
AL,Clay,3/5/2024,,
AL,Escambia,3/5/2024,,
OH,Clinton,3/19/2024,,
OH,Belmont,3/19/2024,,
OH,Wayne,3/19/2024,,
OH,Harrison,3/19/2024,,
OH,Auglaize,3/19/2024,,
OH,Williams,3/19/2024,,
OH,Butler,3/19/2024,,
AL,Plymouth,3/5/2024,,
AL,Ira,3/5/2024,,
AL,Limestone,3/5/2024,,
AL,Newton,3/5/2024,,
AL,Prairie,3/5/2024,,
OH,Medina,3/19/2024,,
OH,Wyandot,3/19/2024,,
OH,Clinton,3/19/2024,,
AL,Lauderdale,3/5/2024,,
OH,Harrison,3/19/2024,,
AL,Little River,3/5/2024,,
OH,Bullock,3/19/2024,,
OH,Farnham,3/19/2024,,
LA,Lawton,3/23/2024,,
OH,Clermont,3/19/2024,,
AL,St. Clair,3/5/2024,,
OH,Harrison,3/19/2024,,
AL,Clark,3/5/2024,,
LA,Catoosa,3/23/2024,,
OH,Van Wert,3/19/2024,,
OH,Knox,3/19/2024,,
OH,Jackson,3/19/2024,,
OH,Ottawa,3/19/2024,,
AL,Shawnee,3/5/2024,,
OH,Fayette,3/19/2024,,
OH,Viola,3/19/2024,,
AL,Cherokee,3/5/2024,,
OH,Defiance,3/19/2024,,
OH,Licking,3/19/2024,,
TN,Cannon,3/5/2024,,
OH,Darke,3/19/2024,,
OH,Muskingum,3/19/2024,,
OH,Sandusky,3/19/2024,,
AL,Searcy,3/5/2024,,
OH,Nunda,3/19/2024,,
OH,Fayette,3/19/2024,,
AL,Garber,3/5/2024,,
AL,Mandeville,3/5/2024,,
MA,Amherst,3/28/2024,,
AL,Perry,3/5/2024,,
AL,Carroll,3/5/2024,,
OH,Darke,3/19/2024,,
AL,Elmore,3/5/2024,,
AL,Baxter,3/5/2024,,
LA,Jenks,3/23/2024,,
AL,Choctaw,3/5/2024,,
AL,Marengo,3/5/2024,,
OH,Noble,3/19/2024,,
AL,Wilcox,3/5/2024,,
AL,Walker,3/5/2024,,
AL,Independence,3/5/2024,,
AL,Danby,3/5/2024,,
OH,Shelby,3/19/2024,,
OH,Knox,3/19/2024,,
AL,Roslyn Estates,3/5/2024,,
AL,East Aurora,3/5/2024,,
LA,Sperry,3/23/2024,,
OH,Cuyahoga,3/19/2024,,
OH,Ashtabula,3/19/2024,,
AL,Sebastian,3/5/2024,,
OH,Gallia,3/19/2024,,
OH,Marion,3/19/2024,,
OH,Montgomery,3/19/2024,,
OH,Richland,3/19/2024,,
AL,Winchester,3/5/2024,,
OH,Hancock,3/19/2024,,
AL,Concord,3/5/2024,,
OH,Delaware,3/19/2024,,
OH,Washington,3/19/2024,,
AL,Webbers,3/5/2024,,
OH,Highland,3/19/2024,,
OK,Rose,2/13/2024,,
AL,South Burlington,3/5/2024,,
AL,Empire,3/5/2024,,
OH,Whitesboro,3/19/2024,,
OH,Morgan,3/19/2024,,
OK,North,2/13/2024,,
TN,Union,3/5/2024,,
AL,Mineola,3/5/2024,,
OH,Lorain,3/19/2024,,
OH,Washington,3/19/2024,,
OH,Vinton,3/19/2024,,
AL,Walker,3/5/2024,,
OH,Clinton,3/19/2024,,
AL,Athens,3/5/2024,,
AL,Acton-Boxborough,3/5/2024,,
AL,Holland Patent,3/5/2024,,
OH,Hocking,3/19/2024,,
AL,Porum,3/5/2024,,
AL,Dewey,3/5/2024,,
OH,Holmes,3/19/2024,,
OH,Marion,3/19/2024,,
AL,Sharp,3/5/2024,,
OH,Morgan,3/19/2024,,
AL,Haverhill,3/5/2024,,
OH,Lorain,3/19/2024,,
OH,Ashland,3/19/2024,,
AL,Wagoner,3/5/2024,,
OK,Mustang,2/13/2024,,
AL,Talladega,3/5/2024,,
AL,Pike,3/5/2024,,
OH,Ottawa,3/19/2024,,
TN,Obion,3/5/2024,,
AL,Shelby,3/5/2024,,
AL,Butler,3/5/2024,,
OH,Adams,3/19/2024,,
OH,Adams,3/19/2024,,
OH,Franklin,3/19/2024,,
OH,Springdale,3/19/2024,,
AL,Lee,3/5/2024,,
AL,Franklin,3/5/2024,,
OH,Lorain,3/19/2024,,
OH,Butler,3/19/2024,,
OH,Washington,3/19/2024,,
OH,Warren,3/19/2024,,
TN,Stewart,3/5/2024,,
OH,Monroe,3/19/2024,,
OH,Bella Vista,3/19/2024,,
OH,Washington,3/19/2024,,
OH,Brown,3/19/2024,,
OH,Trumbull,3/19/2024,,
OH,Wood,3/19/2024,,
OH,Crenshaw,3/19/2024,,
DE,Fayetteville,3/2/2024,,
DE,Middletown,,,
DE,Wilmington,,,
DE,Bear,,,
DE,Wilmington,,,
DE,Wyoming,,,
DE,Dover,,,
DE,Frederica,,,
DE,Felton,,,
DE,Houston,,,
DE,Smyrna,,,
DE,Lewes,,,
DE,Millsboro,,,
DE,Bridgeville,,,
OH,Geauga,3/19/2024,,
OH,Highland,3/19/2024,,
LA,Perkins-Tryon,3/23/2024,,
OH,Marion,3/19/2024,,
OH,Ashtabula,3/19/2024,,
OH,Farmingdale,3/19/2024,,
OH,Butler,3/19/2024,,
OH,Hocking,3/19/2024,,
OH,Belmont,3/19/2024,,
OH,Fairfield,3/19/2024,,
AL,Piedmont,3/5/2024,,
OH,Belmont,3/19/2024,,
AL,Middletown Springs,3/5/2024,,
OH,Huron,3/19/2024,,
OH,Wayne,3/19/2024,,
OH,Fairfield,3/19/2024,,
OH,Putnam,3/19/2024,,
OH,Lake,3/19/2024,,
OH,Noble,3/19/2024,,
AL,Harrah,3/5/2024,,
OH,Sandusky,3/19/2024,,
OH,Erie,3/19/2024,,
OH,Van Wert,3/19/2024,,
AL,St. Francis,3/5/2024,,
OH,Tuscarawas,3/19/2024,,
OH,Lawrence,3/19/2024,,
OH,Williamson,3/19/2024,,
OH,Logan,3/19/2024,,
OH,Butler,3/19/2024,,
OH,Licking,3/19/2024,,
OH,Clark,3/19/2024,,
AL,Walker,3/5/2024,,
AL,Russell,3/5/2024,,
OH,Coshocton,3/19/2024,,
OH,Knox,3/19/2024,,
AL,Wilcox,3/5/2024,,
OH,Jefferson,3/19/2024,,
OH,Auglaize,3/19/2024,,
OH,Highland,3/19/2024,,
OH,Cheatham,3/19/2024,,
OH,Morrow,3/19/2024,,
AL,Covington,3/5/2024,,
AL,Valley Stream,3/5/2024,,
AL,Clarke,3/5/2024,,
OH,Ellicottville,3/19/2024,,
OH,Adams,3/19/2024,,
OH,Clermont,3/19/2024,,
OH,Guernsey,3/19/2024,,
OH,Union,3/19/2024,,
AL,Bibb,3/5/2024,,
OH,Champaign,3/19/2024,,
OH,Fulton,3/19/2024,,
OH,Warren,3/19/2024,,
OK,Mustang,2/13/2024,,
OH,Scioto,3/19/2024,,
AL,Rye Brook,3/5/2024,,
TN,Hickman,3/5/2024,,
OH,Allen,3/19/2024,,
AL,Lowndes,3/5/2024,,
OH,Vinton,3/19/2024,,
OH,Fort Smith,3/19/2024,,
OH,Wood,3/19/2024,,
OH,Crawford,3/19/2024,,
OH,Hancock,3/19/2024,,
OH,Stark,3/19/2024,,
OH,Paulding,3/19/2024,,
AL,South Floral Park,3/5/2024,,
OH,Preble,3/19/2024,,
LA,Waukomis,3/23/2024,,
OH,Greene,3/19/2024,,
AL,Walker,3/5/2024,,
OH,Vinton,3/19/2024,,
OH,Geauga,3/19/2024,,
OH,Miami,3/19/2024,,
OH,Trumbull,3/19/2024,,
OH,Wood,3/19/2024,,
AL,Woodruff,3/5/2024,,
OH,Mercer,3/19/2024,,
OH,Lucas,3/19/2024,,
OH,Montgomery,3/19/2024,,
AL,Frankford,3/5/2024,,
OH,Lima,3/19/2024,,
OH,Wood,3/19/2024,,
AL,Manalapan,3/5/2024,,
OH,Wyandot,3/19/2024,,
TN,Roane,3/5/2024,,
OH,Monroe,3/19/2024,,
OH,Washington,3/19/2024,,
AL,Marlow,3/5/2024,,
LA,Richwood,3/2/2024,,
OH,Erie,3/19/2024,,
OH,Paulding,3/19/2024,,
AL,Westfield,3/5/2024,,
LA,Mounds,3/23/2024,,
OH,Trumbull,3/19/2024,,
OH,Valley,3/19/2024,,
OH,Jackson,3/19/2024,,
AL,Middleport,3/5/2024,,
AL,Clarendon,3/5/2024,,
OH,Pike,3/19/2024,,
OH,Mahoning,3/19/2024,,
AL,Barre,3/5/2024,,
AL,Northfield,3/5/2024,,
OH,Clinton,3/19/2024,,
LA,Oktaha,3/23/2024,,
TN,Jackson,3/5/2024,,
OH,Erie,3/19/2024,,
OH,Putnam,3/19/2024,,
AL,Yell,3/5/2024,,
AL,Lamar,3/5/2024,,
OH,Defiance,3/19/2024,,
OH,Jackson,3/19/2024,,
OH,Hamilton,3/19/2024,,
OH,Pike,3/19/2024,,
OH,Fairfield,3/19/2024,,
OH,Paulding,3/19/2024,,
AL,Geronimo,3/5/2024,,
OH,Ashland,3/19/2024,,
OH,Sheridan,3/19/2024,,
AL,Talladega,3/5/2024,,
OH,Allen,3/19/2024,,
OH,Hardeman,3/19/2024,,
OH,Marion,3/19/2024,,
AL,Rutland,3/5/2024,,
AL,Bradley,3/5/2024,,
OH,Warren,3/19/2024,,
AL,Kremlin-Hillsdale,3/5/2024,,
OH,Butler,3/19/2024,,
OH,Mercer,3/19/2024,,
AL,Barbour,3/5/2024,,
OH,Pike,3/19/2024,,
OH,Columbiana,3/19/2024,,
AL,Cattaraugus,3/5/2024,,
AL,South Dayton,3/5/2024,,
LA,Noble,3/23/2024,,
LA,Alexandria,3/23/2024,,
OH,Hamilton,3/19/2024,,
OH,Marion,3/19/2024,,
CT,Bridgeport,1/23/2024,,
AL,Tuscaloosa,3/5/2024,,
OH,Clinton,3/19/2024,,
OH,Wood,3/19/2024,,
OH,Belmont,3/19/2024,,
OH,Lorain,3/19/2024,,
TN,Lewis,3/5/2024,,
Wisconsin,Wittenberg-Birnamwood,2/20/2024,,
Wisconsin,Wheatland,2/20/2024,,
Wisconsin,Stanley-Boyd,2/20/2024,,
Wisconsin,Spring Green,2/20/2024,,
Wisconsin,Silver,2/20/2024,,
Wisconsin,Shiocton,2/20/2024,,
Wisconsin,Seymour,2/20/2024,,
Wisconsin,Saint Francis,2/20/2024,,
Wisconsin,Rockdale ,2/20/2024,,
Wisconsin,Pewaukee ,2/20/2024,,
Wisconsin,Pecatonica ,2/20/2024,,
Wisconsin,Oak Creek ,2/20/2024,,
Wisconsin,Nicolet,2/20/2024,,
Wisconsin,Mazomanie ,2/20/2024,,
Wisconsin,Maine ,2/20/2024,,
Wisconsin,Little Chute ,2/20/2024,,
Wisconsin,Langlade ,2/20/2024,,
Wisconsin,Lake Mills ,2/20/2024,,
Wisconsin,La Crosse ,2/20/2024,,
Wisconsin,Iron Ridge ,2/20/2024,,
Wisconsin,Howards Grove ,2/20/2024,,
Wisconsin,Hazel Green ,2/20/2024,,
Wisconsin,Grafton ,2/20/2024,,
Wisconsin,Genoa ,2/20/2024,,
Wisconsin,Fredonia ,2/20/2024,,
Wisconsin,Fox Lake ,2/20/2024,,
Wisconsin,Fox Crossing ,2/20/2024,,
Wisconsin,Florence ,2/20/2024,,
Wisconsin,Flambeau ,2/20/2024,,
Wisconsin,Eden ,2/20/2024,,
Wisconsin,De,2/20/2024,,
Wisconsin,Cascade ,2/20/2024,,
Wisconsin,Cambridge ,2/20/2024,,
Wisconsin,Cambria ,2/20/2024,,
Wisconsin,Brodhead,2/20/2024,,
Wisconsin,Belgium ,2/20/2024,,
Kentucky,Villa Hills,11/5/2024,,
Kentucky,Sycamore,11/5/2024,,
Kentucky,Ryland Heights,11/5/2024,,
Kentucky,Murray Hill,11/5/2024,,
Kentucky,McCreary,5/21/2024,,
Kentucky,Manor Creek,11/5/2024,,
Kentucky,Jessamine,5/21/2024,,
Kentucky,Hunters Hollow,11/5/2024,,
Kentucky,Fox Chase,11/5/2024,,
Kentucky,Fleming,5/21/2024,,
Kentucky,Ferguson,5/21/2024,,
Kentucky,Druid Hills,11/5/2024,,
Kentucky,Bullitt,5/21/2024,,
Kentucky,Brownsboro,11/5/2024,,
Kentucky,Barren,5/21/2024,,
Utah,UT,6/25/2024,,
New Mexico,Lovington,3/5/2024,,
Nevada,President,2/6/2024,,
Nevada,Esmeralda,6/11/2024,,
Nevada,Fernely,6/11/2024,,
Nevada,Beatty,6/11/2024,,
Missouri,Scotsdale,4/2/2024,,
Missouri,Saginaw,4/2/2024,,
Florida,Redington Shores,3/19/2024,,
Florida,Redington Beach,3/19/2024,,
Missouri,President,3/2/2024,,
Minnesota,Otter Tail,3/12/2024,,
Missouri,Oak Ridge,4/2/2024,,
Missouri,Mark,4/2/2024,,
Missouri,Marionville,4/2/2024,,
Missouri,Lone Jack,4/2/2024,,
Missouri,Loch Lloyd,4/2/2024,,
Missouri,Lake Winnebago,4/2/2024,,
Missouri,Knob Noster,4/2/2024,,
Missouri,Jamestown,4/2/2024,,
Missouri,Iron Mountain Lake,4/2/2024,,
Missouri,Hawk Point,4/2/2024,,
Missouri,Grand Falls Plaza,4/2/2024,,
Missouri,Granby,4/2/2024,,
Missouri,Golden,4/2/2024,,
Missouri,Galena,4/2/2024,,
Missouri,Ferrelview,4/2/2024,,
Missouri,Excelsior Estates,4/2/2024,,
Minnesota,Chisago,3/12/2024,,
Missouri,Ash Grove,4/2/2024,,
Florida,Alachua city,3/19/2024,,
New Hampshire,Stratham,3/12/2024,,
New Hampshire,Pittsfield,3/12/2024,,
New Hampshire,Newington,3/12/2024,,
New Hampshire,Nelson,3/12/2024,,
New Hampshire,Monadnock,3/12/2024,,
New Hampshire,Lyme,3/12/2024,,
New Hampshire,Litchfield,3/12/2024,,
